ID,Department,School
CEL01,Center for Entrepreneurial Leadership,School of Management
CFEI02,Center for Educational Innovation,Research Center and Institute
RES09,Rehabilitation Sciences,School of Public Health and Health Professions
PEI50,Pediatrics,School of Medicine and Biomedical Sciences
LAI21,Learning and Instruction,Graduate School of Education
CSE30,Computer Science and Engineering,School of Engineering and Applied Sciences
IE15,Industrial and Systems Engineering,School of Engineering and Applied Sciences
APY09,Anthropology,College of Arts and Sciences
IE10,Industrial and Systems Engineering,School of Engineering and Applied Sciences
SSW12,School of Social Work,School of Social Work
PHY14,Physics,College of Arts and Sciences
CHE27,Chemistry,College of Arts and Sciences
RIA18,Research Institute on Addictions,Research Center and Institute
CHE26,Chemistry,College of Arts and Sciences
EE26,Electrical Engineering,School of Engineering and Applied Sciences
PHS10,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
EE32,Electrical Engineering,School of Engineering and Applied Sciences
PHY13,Physics,College of Arts and Sciences
CHI10,Psychiatry,School of Medicine and Biomedical Sciences
MIM12,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CUS01,Center for Urban Studies,School of Architecture and Planning
BCH21,Biochemistry,School of Medicine and Biomedical Sciences
OBL13,Oral Biology,School of Dental Medicine
IE12,Industrial and Systems Engineering,School of Engineering and Applied Sciences
PAS05,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
NUM04,Nuclear Medicine,School of Medicine and Biomedical Sciences
SNG28,School of Nursing,School of Nursing
MIM02,Microbiology and Immunology,School of Medicine and Biomedical Sciences
PAS02,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
MDC71,Medicine,School of Medicine and Biomedical Sciences
BST09,Biostatistics,School of Public Health and Health Professions
PAS08,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
SNG15,School of Nursing,School of Nursing
CSE18,Computer Science and Engineering,School of Engineering and Applied Sciences
PSY04,Psychology,College of Arts and Sciences
MAE14,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
SS20,University Libraries,School Service
GLY17,Geology,College of Arts and Sciences
CSEP07,"Counseling, School and Educational Psychology",Graduate School of Education
MAE20,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
HIS05,History,College of Arts and Sciences
PEI49,Pediatrics,School of Medicine and Biomedical Sciences
LAI16,Learning and Instruction,Graduate School of Education
CHE22,Chemistry,College of Arts and Sciences
CHE30,Chemistry,College of Arts and Sciences
PSY08,Psychology,College of Arts and Sciences
SS15,Student Health and Wellness,School Service
FMM07,Family Medicine,School of Medicine and Biomedical Sciences
SS14,Center For The Arts,School Service
URP09,Urban and Regional Planning,School of Architecture and Planning
BCH05,Biochemistry,School of Medicine and Biomedical Sciences
BCH16,Biochemistry,School of Medicine and Biomedical Sciences
SSW08,School of Social Work,School of Social Work
BCH18,Biochemistry,School of Medicine and Biomedical Sciences
PHY16,Physics,College of Arts and Sciences
EEH08,Epidemiology and Environmental Health,School of Public Health and Health Professions
MDC04,Medicine,School of Medicine and Biomedical Sciences
SCO07,Sociology,College of Arts and Sciences
ELP09,Educational Leadership and Policy,Graduate School of Education
CHE20,Chemistry,College of Arts and Sciences
LAI09,Learning and Instruction,Graduate School of Education
RIA21,Research Institute on Addictions,Research Center and Institute
OPH04,Ophthalmology,School of Medicine and Biomedical Sciences
CSE26,Computer Science and Engineering,School of Engineering and Applied Sciences
CHI07,Psychiatry,School of Medicine and Biomedical Sciences
MGF02,Finance,School of Management
OPH08,Ophthalmology,School of Medicine and Biomedical Sciences
SS12,WBFO,School Service 
BIO28,Biological Sciences,College of Arts and Sciences
CDS12,Communicative Disorders & Sciences,College of Arts and Sciences
CIE25,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MDC43,Medicine,School of Medicine and Biomedical Sciences
MIM19,Microbiology and Immunology,School of Medicine and Biomedical Sciences
PB20,Physiology & Biophysics,School of Medicine and Biomedical Sciences
MDC35,Medicine,School of Medicine and Biomedical Sciences
BCH11,Biochemistry,School of Medicine and Biomedical Sciences
BIO12,Biological Sciences,College of Arts and Sciences
CIE26,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
GLY06,Geology,College of Arts and Sciences
BIO20,Biological Sciences,College of Arts and Sciences
BIO07,Biological Sciences,College of Arts and Sciences
BIO13,Biological Sciences,College of Arts and Sciences
LIN01,Linguistics,College of Arts and Sciences
LIN05,Linguistics,College of Arts and Sciences
SSW03,School of Social Work,School of Social Work
PHY12,Physics,College of Arts and Sciences
LPP01,Liberty Partnerships Program,Graduate School of Education
LAW06,Law School,Law School
ENG07,English,College of Arts and Sciences
CHE29,Chemistry,College of Arts and Sciences
DO04,"College of Arts and Sciences, Dean's Office",College of Arts and Sciences
MAE21,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PHA21,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
MAE09,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CHE14,Chemistry,College of Arts and Sciences
CHE17,Chemistry,College of Arts and Sciences
SSW15,School of Social Work,School of Social Work
PEI38,Pediatrics,School of Medicine and Biomedical Sciences
GEO02,Geography,College of Arts and Sciences
PT03,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
MIM11,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CHI05,Psychiatry,School of Medicine and Biomedical Sciences
MIM05,Microbiology and Immunology,School of Medicine and Biomedical Sciences
PSY23,Psychology,College of Arts and Sciences
EOC04,Educational Opportunity Center,Research Center and Institute
SUR05,Surgery,School of Medicine and Biomedical Sciences
PED02,Periodontics and Endodontics,School of Dental Medicine
URO02,Urology,School of Medicine and Biomedical Sciences
BME05,Biomedical Engineering,School of Engineering and Applied Sciences
MDC34,Medicine,School of Medicine and Biomedical Sciences
GEO07,Geography,College of Arts and Sciences
APY01,Anthropology,College of Arts and Sciences
EE15,Electrical Engineering,School of Engineering and Applied Sciences
CHE13,Chemistry,College of Arts and Sciences
PT06,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
PB07,Physiology & Biophysics,School of Medicine and Biomedical Sciences
CL02,Classics,College of Arts and Sciences
PHY18,Physics,College of Arts and Sciences
PEI16,Pediatrics,School of Medicine and Biomedical Sciences
MAE04,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
SEASD01,Dean's Office,School of Engineering and Applied Sciences
PT10,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
BIO08,Biological Sciences,College of Arts and Sciences
APY13,Anthropology,College of Arts and Sciences
SS03,University Libraries,School Service
MIM16,Microbiology and Immunology,School of Medicine and Biomedical Sciences
COF02,Communications Officer,School of Architecture and Planning
GEO05,Geography,College of Arts and Sciences
UBRI01,The Regional Institute,School of Architecture and Planning
ODS08,Oral Diagnostic Sciences,School of Dental Medicine
CE06,Chemical and Biological Engineering,School of Engineering and Applied Sciences
CE08,Chemical and Biological Engineering,School of Engineering and Applied Sciences
PEI51,Pediatrics,School of Medicine and Biomedical Sciences
EE31,Electrical Engineering,School of Engineering and Applied Sciences
MTH16,Mathematics,College of Arts and Sciences
PED06,Periodontics and Endodontics,School of Dental Medicine
CIWM01,Center for Integrated Waste Management,School of Engineering and Applied Sciences
SUR04,Surgery,School of Medicine and Biomedical Sciences
SBI01,Structural Biology,School of Medicine and Biomedical Sciences
LIN03,Linguistics,College of Arts and Sciences
RTD01,Restorative Dentistry,School of Dental Medicine
MDC46,Medicine,School of Medicine and Biomedical Sciences
CL01,Classics,College of Arts and Sciences
PB09,Physiology & Biophysics,School of Medicine and Biomedical Sciences
CDS03,Communicative Disorders & Sciences,College of Arts and Sciences
BST04,Biostatistics,School of Public Health and Health Professions
PHS03,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
ENS03,Exercise and Nutrition Sciences,School of Public Health and Health Professions
OBL06,Oral Biology,School of Dental Medicine
CIE24,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
OPH03,Ophthalmology,School of Medicine and Biomedical Sciences
MAE08,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PHS14,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
MGM02,Marketing,School of Management
NEU12,Neurology,School of Medicine and Biomedical Sciences
NEU17,Neurology,School of Medicine and Biomedical Sciences
MDC47,Medicine,School of Medicine and Biomedical Sciences
MIM21,Microbiology and Immunology,School of Medicine and Biomedical Sciences
APY14,Anthropology,College of Arts and Sciences
LAW04,Law School,Law School
APY03,Anthropology,College of Arts and Sciences
LIN06,Linguistics,College of Arts and Sciences
DO05,"College of Arts and Sciences, Dean's Office",College of Arts and Sciences
MDC07,Medicine,School of Medicine and Biomedical Sciences
BCH09,Biochemistry,School of Medicine and Biomedical Sciences
MTH11,Mathematics,College of Arts and Sciences
CIE05,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
BST10,Biostatistics,School of Public Health and Health Professions
CIE17,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
PHY02,Physics,College of Arts and Sciences
ENS06,Exercise and Nutrition Sciences,School of Public Health and Health Professions
PSY17,Psychology,College of Arts and Sciences
BCH06,Biochemistry,School of Medicine and Biomedical Sciences
CAT03,Center for Assistive Technology,School of Public Health and Health Professions
GLY13,Geology,College of Arts and Sciences
DMS02,Media Study,College of Arts and Sciences
MDC48,Medicine,School of Medicine and Biomedical Sciences
EE08,Electrical Engineering,School of Engineering and Applied Sciences
EEH18,Epidemiology and Environmental Health,School of Public Health and Health Professions
ARC06,Architecture,School of Architecture and Planning
MTH01,Mathematics,College of Arts and Sciences
MTH08,Mathematics,College of Arts and Sciences
NUB03,Computer Science,Non-UB
BCLS05,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
EEH19,Epidemiology and Environmental Health,School of Public Health and Health Professions
SDDO01,Dean's Office,School of Dental Medicine
RLL03,Romance Languages and Literature,College of Arts and Sciences
DMS05,Media Study,College of Arts and Sciences
GLY02,Geology,College of Arts and Sciences
SSW04,School of Social Work,School of Social Work
CDS09,Communicative Disorders & Sciences,College of Arts and Sciences
MDC50,Medicine,School of Medicine and Biomedical Sciences
ELP01,Educational Leadership and Policy,Graduate School of Education
MDC38,Medicine,School of Medicine and Biomedical Sciences
CSE29,Computer Science and Engineering,School of Engineering and Applied Sciences
MIM22,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MIM23,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MAE07,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CSE15,Computer Science and Engineering,School of Engineering and Applied Sciences
CSEP02,"Counseling, School and Educational Psychology",Graduate School of Education
APY11,Anthropology,College of Arts and Sciences
URP01,Urban And Regional Planning,School of Architecture and Planning
URP10,Urban and Regional Planning,School of Architecture and Planning
GLY07,Geology,College of Arts and Sciences
PT01,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
CHHB08,Community Health and Health Behavior,School of Public Health and Health Professions
SSW11,School of Social Work,School of Social Work
GLY10,Geology,College of Arts and Sciences
PHY19,Physics,College of Arts and Sciences
SCO06,Sociology,College of Arts and Sciences
BIO09,Biological Sciences,College of Arts and Sciences
SCO01,Sociology,College of Arts and Sciences
PSY05,Psychology,College of Arts and Sciences
APY15,Anthropology,College of Arts and Sciences
URO01,Urology,School of Medicine and Biomedical Sciences
MDC13,Medicine,School of Medicine and Biomedical Sciences
BME04,Biomedical Engineering,School of Engineering and Applied Sciences
CE18,Chemical and Biological Engineering,School of Engineering and Applied Sciences
OBL14,Oral Biology,School of Dental Medicine
PHA22,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
OUPP01,Office for University Preparatory Programs ,Graduate School of Education
MDC22,Medicine,School of Medicine and Biomedical Sciences
PB18,Physiology & Biophysics,School of Medicine and Biomedical Sciences
MTH14,Mathematics,College of Arts and Sciences
RES05,Rehabilitation Sciences,School of Public Health and Health Professions
OBL15,Oral Biology,School of Dental Medicine
CDS04,Communicative Disorders & Sciences,College of Arts and Sciences
MDC15,Medicine,School of Medicine and Biomedical Sciences
PSY24,Psychology,College of Arts and Sciences
BCH10,Biochemistry,School of Medicine and Biomedical Sciences
BCLS04,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
CPMC03,Cora P Maloney College,Research Center and Institute
PHI03,Philosophy,College of Arts and Sciences
RIA14,Research Institute on Addictions,Research Center and Institute
SNG07,School of Nursing,School of Nursing
NEU05,Neurology,School of Medicine and Biomedical Sciences
PHY21,Physics,College of Arts and Sciences
CSE36,Computer Science and Engineering,School of Engineering and Applied Sciences
EEH09,Epidemiology and Environmental Health,School of Public Health and Health Professions
MDC51,Medicine,School of Medicine and Biomedical Sciences
PEI01,Pediatrics,School of Medicine and Biomedical Sciences
PSC02,Political Science,College of Arts and Sciences
SNG23,School of Nursing,School of Nursing
SS04,General Library Access Services,School Service
STEP01,Science and Technology Enrichment Program,Graduate School of Education
SBI02,Structural Biology,School of Medicine and Biomedical Sciences
NEU11,Neurology,School of Medicine and Biomedical Sciences
CAT05,Center for Assistive Technology,School of Public Health and Health Professions
HIS04,History,College of Arts and Sciences
ELP04,Educational Leadership and Policy,Graduate School of Education
PEI08,Pediatrics,School of Medicine and Biomedical Sciences
PHY15,Physics,College of Arts and Sciences
PEI03,Pediatrics,School of Medicine and Biomedical Sciences
EOC02,Educational Opportunity Center,Research Center and Institute
PSY12,Psychology,College of Arts and Sciences
NER09,Neurosurgery,School of Medicine and Biomedical Sciences
BIO17,Biological Sciences,College of Arts and Sciences
CIE11,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
SUR10,Surgery,School of Medicine and Biomedical Sciences
SNG11,School of Nursing,School of Nursing
EEH06,Epidemiology and Environmental Health,School of Public Health and Health Professions
GEO04,Geography,College of Arts and Sciences
NER11,Neurosurgery,School of Medicine and Biomedical Sciences
PSY25,Psychology,College of Arts and Sciences
BIO30,Biological Sciences,College of Arts and Sciences
CSEP13,"Counseling, School and Educational Psychology",Graduate School of Education
LAI06,Learning and Instruction,Graduate School of Education
PHY01,Physics,College of Arts and Sciences
PHY17,Physics,College of Arts and Sciences
BCH01,Biochemistry,School of Medicine and Biomedical Sciences
ARC05,Architecture,School of Architecture and Planning
LAW08,Law School,Law School
SSW17,School of Social Work,School of Social Work
BIO31,Biological Sciences,College of Arts and Sciences
ENS05,Exercise and Nutrition Sciences,School of Public Health and Health Professions
PHS05,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
SNG25,School of Nursing,School of Nursing
BIO11,Biological Sciences,College of Arts and Sciences
SS08,Office of Vice Provost for International Education,School Service
LIN07,Linguistics,College of Arts and Sciences
SSW05,School of Social Work,School of Social Work
PEI44,Pediatrics,School of Medicine and Biomedical Sciences
DERM01,Dermatology,School of Medicine and Biomedical Sciences
GEO14,Geography,College of Arts and Sciences
PEI11,Pediatrics,School of Medicine and Biomedical Sciences
SSW18,School of Social Work,School of Social Work
SSW19,School of Social Work,School of Social Work
