ID,Department,School
PHS07,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
MDC70,Medicine,School of Medicine and Biomedical Sciences
CHE05,Chemistry,College of Arts and Sciences
PHS01,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PHS03,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PT05,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
PB08,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BST05,Biostatistics,School of Public Health and Health Professions
BST09,Biostatistics,School of Public Health and Health Professions
ILPB01,Institute for Lasers Photonics and Biophotonics,Research Center and Institute
IE18,Industrial and Systems Engineering,School of Engineering and Applied Sciences
EE11,Electrical Engineering,School of Engineering and Applied Sciences
PT09,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
PSY15,Psychology,College of Arts and Sciences
CHI11,Psychiatry,School of Medicine and Biomedical Sciences
CSE39,Computer Science and Engineering,School of Engineering and Applied Sciences
CSE12,Computer Science and Engineering,School of Engineering and Applied Sciences
CSE16,Computer Science and Engineering,School of Engineering and Applied Sciences
RIA10,Research Institute on Addictions,Research Center and Institute
MGS01,Management Science and Systems,School of Management
RIA12,Research Institute on Addictions,Research Center and Institute
ILPB04,Institute for Lasers Photonics and Biophotonics,Research Center and Institute
PHA06,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
IE07,Industrial and Systems Engineering,School of Engineering and Applied Sciences
CE01,Chemical and Biological Engineering,School of Engineering and Applied Sciences
BCH05,Biochemistry,School of Medicine and Biomedical Sciences
CHE10,Chemistry,College of Arts and Sciences
CHE15,Chemistry,College of Arts and Sciences
BCH23,Biochemistry,School of Medicine and Biomedical Sciences
CIE29,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
BCH07,Biochemistry,School of Medicine and Biomedical Sciences
EEH03,Epidemiology and Environmental Health,School of Public Health and Health Professions
EEH04,Epidemiology and Environmental Health,School of Public Health and Health Professions
MIM13,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CSE13,Computer Science and Engineering,School of Engineering and Applied Sciences
PHY11,Physics,College of Arts and Sciences
ORH02,Orthopaedics,School of Medicine and Biomedical Sciences
MDC60,Medicine,School of Medicine and Biomedical Sciences
MDC09,Medicine,School of Medicine and Biomedical Sciences
PHS20,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PHY12,Physics,College of Arts and Sciences
NEU19,Neurology,School of Medicine and Biomedical Sciences
CSE06,Computer Science and Engineering,School of Engineering and Applied Sciences
PEI09,Pediatrics,School of Medicine and Biomedical Sciences
MAE12,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PAS03,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
GYN04,Gynecology & Obstetrics,School of Medicine and Biomedical Sciences
PB09,Physiology & Biophysics,School of Medicine and Biomedical Sciences
URP04,Urban and Regional Planning,School of Architecture and Planning
CSE30,Computer Science and Engineering,School of Engineering and Applied Sciences
DMS01,Media Study,College of Arts and Sciences
RAD01,Radiology,School of Medicine and Biomedical Sciences
NER02,Neurosurgery,School of Medicine and Biomedical Sciences
PHY24,Physics,College of Arts and Sciences
NER03,Neurosurgery,School of Medicine and Biomedical Sciences
MAE15,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
RAD02,Radiology,School of Medicine and Biomedical Sciences
NER04,Neurosurgery,School of Medicine and Biomedical Sciences
MDC68,Medicine,School of Medicine and Biomedical Sciences
CIE21,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MAE10,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
RIA13,Research Institute on Addictions,Research Center and Institute
RIA29,Research Institute on Addictions,Research Center and Institute
EE33,Electrical Engineering,School of Engineering and Applied Sciences
CSE04,Computer Science and Engineering,School of Engineering and Applied Sciences
FMM15,Family Medicine,School of Medicine and Biomedical Sciences
CSE15,Computer Science and Engineering,School of Engineering and Applied Sciences
EEH23,Epidemiology and Environmental Health,School of Public Health and Health Professions
BIO25,Biological Sciences,College of Arts and Sciences
MDC62,Medicine,School of Medicine and Biomedical Sciences
NEU05,Neurology,School of Medicine and Biomedical Sciences
CHI10,Psychiatry,School of Medicine and Biomedical Sciences
URP13,Urban and Regional Planning,School of Architecture and Planning
GLY04,Geology,College of Arts and Sciences
MAE08,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CIE17,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MDC58,Medicine,School of Medicine and Biomedical Sciences
CHI12,Psychiatry,School of Medicine and Biomedical Sciences
EE19,Electrical Engineering,School of Engineering and Applied Sciences
SNG01,School of Nursing,School of Nursing
SNG22,School of Nursing,School of Nursing
SNG24,School of Nursing,School of Nursing
SNG12,School of Nursing,School of Nursing
SNG29,School of Nursing,School of Nursing
SNG30,School of Nursing,School of Nursing
SNG32,School of Nursing,School of Nursing
FMM23,Family Medicine,School of Medicine and Biomedical Sciences
BCH08,Biochemistry,School of Medicine and Biomedical Sciences
EE02,Electrical Engineering,School of Engineering and Applied Sciences
STOR01,"Science, Technology Transfer and Economic Outreach",Research Center and Institute
PB10,Physiology & Biophysics,School of Medicine and Biomedical Sciences
NEU08,Neurology,School of Medicine and Biomedical Sciences
CSEP07,"Counseling, School and Educational Psychology",Graduate School of Education
RES16,Rehabilitation Sciences,School of Public Health and Health Professions
SNG14,School of Nursing,School of Nursing
RES08,Rehabilitation Sciences,School of Public Health and Health Professions
PSY16,Psychology,College of Arts and Sciences
CDS06,Communicative Disorders & Sciences,College of Arts and Sciences
BME04,Biomedical Engineering,School of Engineering and Applied Sciences
MTH03,Mathematics,College of Arts and Sciences
CSE38,Computer Science and Engineering,School of Engineering and Applied Sciences
NER05,Neurosurgery,School of Medicine and Biomedical Sciences
PB06,Physiology & Biophysics,School of Medicine and Biomedical Sciences
SSW22,School of Social Work,School of Social Work
SSW07,School of Social Work,School of Social Work
EMM02,Emergency Medicine,School of Medicine and Biomedical Sciences
SSW14,School of Social Work,School of Social Work
SSW08,School of Social Work,School of Social Work
CCR01,Center for Computational Research,Research Center and Institute
URP11,Urban and Regional Planning,School of Architecture and Planning
URP12,Urban and Regional Planning,School of Architecture and Planning
RIA09,Research Institute on Addictions,Research Center and Institute
CHD03,Center for Hearing & Deafness,College of Arts and Sciences
PB15,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BME06,Biomedical Engineering,School of Engineering and Applied Sciences
PHA01,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
CSE07,Computer Science and Engineering,School of Engineering and Applied Sciences
BST14,Biostatistics,School of Public Health and Health Professions
PHA32,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
SCO08,Sociology,College of Arts and Sciences
SNG09,School of Nursing,School of Nursing
MDC29,Medicine,School of Medicine and Biomedical Sciences
BCH14,Biochemistry,School of Medicine and Biomedical Sciences
GLY06,Geology,College of Arts and Sciences
GLY12,Geology,College of Arts and Sciences
MGM01,Marketing,School of Management
CE08,Chemical and Biological Engineering,School of Engineering and Applied Sciences
CL01,Classics,College of Arts and Sciences
LIN05,Linguistics,College of Arts and Sciences
RIA17,Research Institute on Addictions,Research Center and Institute
MAE30,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CHE32,Chemistry,College of Arts and Sciences
GEO04,Geography,College of Arts and Sciences
RIA06,Research Institute on Addictions,Research Center and Institute
RIA19,Research Institute on Addictions,Research Center and Institute
CHHB01,Community Health and Health Behavior,School of Public Health and Health Professions
PSY27,Psychology,College of Arts and Sciences
NEU27,Neurology,School of Medicine and Biomedical Sciences
MAE29,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CSE14,Computer Science and Engineering,School of Engineering and Applied Sciences
CDS03,Communicative Disorders & Sciences,College of Arts and Sciences
IE09,Industrial and Systems Engineering,School of Engineering and Applied Sciences
MDC01,Medicine,School of Medicine and Biomedical Sciences
RIA01,Research Institute on Addictions,Research Center and Institute
RIA04,Research Institute on Addictions,Research Center and Institute
NER10,Neurosurgery,School of Medicine and Biomedical Sciences
CAT03,Center for Assistive Technology,School of Public Health and Health Professions
SS21,Health Sciences Library,School Service
FMM04,Family Medicine,School of Medicine and Biomedical Sciences
CHE33,Chemistry,College of Arts and Sciences
GLY01,Geology,College of Arts and Sciences
CCR10,Center for Computational Research,Research Center and Institute
CDS07,Communicative Disorders & Sciences,College of Arts and Sciences
CDS17,Communicative Disorders & Sciences,College of Arts and Sciences
MAE04,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MTH12,Mathematics,College of Arts and Sciences
MAE19,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CIE31,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
RIA03,Research Institute on Addictions,Research Center and Institute
ENS12,Exercise and Nutrition Sciences,School of Public Health and Health Professions
PB11,Physiology & Biophysics,School of Medicine and Biomedical Sciences
NEU10,Neurology,School of Medicine and Biomedical Sciences
PB03,Physiology & Biophysics,School of Medicine and Biomedical Sciences
PB01,Physiology & Biophysics,School of Medicine and Biomedical Sciences
COM05,Communication,College of Arts and Sciences
CHI04,Psychiatry,School of Medicine and Biomedical Sciences
RIA21,Research Institute on Addictions,Research Center and Institute
BST11,Biostatistics,School of Public Health and Health Professions
SSW17,School of Social Work,School of Social Work
GLY13,Geology,College of Arts and Sciences
EE15,Electrical Engineering,School of Engineering and Applied Sciences
CSE02,Computer Science and Engineering,School of Engineering and Applied Sciences
NEU24,Neurology,School of Medicine and Biomedical Sciences
NEU25,Neurology,School of Medicine and Biomedical Sciences
CHE30,Chemistry,College of Arts and Sciences
CHE35,Chemistry,College of Arts and Sciences
ODS02,Oral Diagnostic Sciences,School of Dental Medicine
MDC23,Medicine,School of Medicine and Biomedical Sciences
GLY08,Geology,College of Arts and Sciences
COM02,Communication,College of Arts and Sciences
SNG10,School of Nursing,School of Nursing
BIO03,Biological Sciences,College of Arts and Sciences
RES17,Rehabilitation Sciences,School of Public Health and Health Professions
ARC02,Architecture,School of Architecture and Planning
PSC01,Political Science,College of Arts and Sciences
MDC42,Medicine,School of Medicine and Biomedical Sciences
CE19,Chemical and Biological Engineering,School of Engineering and Applied Sciences
EE34,Electrical Engineering,School of Engineering and Applied Sciences
EEH21,Epidemiology and Environmental Health,School of Public Health and Health Professions
EEH10,Epidemiology and Environmental Health,School of Public Health and Health Professions
MDC61,Medicine,School of Medicine and Biomedical Sciences
PHS17,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PHS05,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
CSE41,Computer Science and Engineering,School of Engineering and Applied Sciences
CHHB03,Community Health and Health Behavior,School of Public Health and Health Professions
MAE33,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CSE31,Computer Science and Engineering,School of Engineering and Applied Sciences
OBL03,Oral Biology,School of Dental Medicine
EE18,Electrical Engineering,School of Engineering and Applied Sciences
IE02,Industrial and Systems Engineering,School of Engineering and Applied Sciences
CSE22,Computer Science and Engineering,School of Engineering and Applied Sciences
CSE17,Computer Science and Engineering,School of Engineering and Applied Sciences
PSY26,Psychology,College of Arts and Sciences
NEU22,Neurology,School of Medicine and Biomedical Sciences
PHA29,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
PSY18,Psychology,College of Arts and Sciences
MAE01,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MIM03,Microbiology and Immunology,School of Medicine and Biomedical Sciences
NEU15,Neurology,School of Medicine and Biomedical Sciences
PSY08,Psychology,College of Arts and Sciences
GLY16,Geology,College of Arts and Sciences
CHI06,Psychiatry,School of Medicine and Biomedical Sciences
CHE23,Chemistry,College of Arts and Sciences
BIO17,Biological Sciences,College of Arts and Sciences
PSY10,Psychology,College of Arts and Sciences
OBL09,Oral Biology,School of Dental Medicine
GLY23,Geology,College of Arts and Sciences
PEI38,Pediatrics,School of Medicine and Biomedical Sciences
PSY13,Psychology,College of Arts and Sciences
LIS02,Library and Information Studies,Graduate School of Education
BCH15,Biochemistry,School of Medicine and Biomedical Sciences
URP02,Urban and Regional Planning,School of Architecture and Planning
GLY15,Geology,College of Arts and Sciences
BST12,Biostatistics,School of Public Health and Health Professions
BST13,Biostatistics,School of Public Health and Health Professions
PB17,Physiology & Biophysics,School of Medicine and Biomedical Sciences
EE24,Electrical Engineering,School of Engineering and Applied Sciences
PAS04,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
PT14,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
CE15,Chemical and Biological Engineering,School of Engineering and Applied Sciences
PAS05,Pathology and Anatomical Sciences,School of Medicine and Biomedical Sciences
CHD02,Center for Hearing & Deafness,College of Arts and Sciences
PHA19,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
DERM01,Dermatology,School of Medicine and Biomedical Sciences
PED04,Periodontics and Endodontics,School of Dental Medicine
CEDAR01,Center of Excellence for Document Analysis & Recognition,School of Engineering and Applied Sciences
SS22,University Libraries,School Service
COM06,Communication,College of Arts and Sciences
OBL13,Oral Biology,School of Dental Medicine
RTD10,Restorative Dentistry,School of Dental Medicine
PEI27,Pediatrics,School of Medicine and Biomedical Sciences
CSE32,Computer Science and Engineering,School of Engineering and Applied Sciences
ARC06,Architecture,School of Architecture and Planning
CE11,Chemical and Biological Engineering,School of Engineering and Applied Sciences
BIO27,Biological Sciences,College of Arts and Sciences
FMM11,Family Medicine,School of Medicine and Biomedical Sciences
CHE22,Chemistry,College of Arts and Sciences
ORH12,Orthopaedics,School of Medicine and Biomedical Sciences
IE12,Industrial and Systems Engineering,School of Engineering and Applied Sciences
ELP03,Educational Leadership and Policy,Graduate School of Education
EE21,Electrical Engineering,School of Engineering and Applied Sciences
NEU09,Neurology,School of Medicine and Biomedical Sciences
ELP04,Educational Leadership and Policy,Graduate School of Education
LAI09,Learning and Instruction,Graduate School of Education
CHI07,Psychiatry,School of Medicine and Biomedical Sciences
CIE06,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MDC10,Medicine,School of Medicine and Biomedical Sciences
PEI22,Pediatrics,School of Medicine and Biomedical Sciences
CSE20,Computer Science and Engineering,School of Engineering and Applied Sciences
LIN03,Linguistics,College of Arts and Sciences
NEU16,Neurology,School of Medicine and Biomedical Sciences
MIM02,Microbiology and Immunology,School of Medicine and Biomedical Sciences
EE22,Electrical Engineering,School of Engineering and Applied Sciences
PT13,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
PHA33,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
NUM02,Nuclear Medicine,School of Medicine and Biomedical Sciences
CIE18,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
